city,area,sqft,bhk,bathrooms,price
Mumbai,Chembur,961,2,2,14040000.0
Chennai,Pallavaram,1426,3,3,11790000.0
Delhi,Dwarka,605,1,1,5677000.0
Delhi,Dwarka,845,2,2,7480000.0
Hyderabad,Miyapur,1730,3,2,10515000.0
Hyderabad,Kukatpally,1271,3,3,7381000.0
Hyderabad,Kukatpally,1078,2,2,5832000.0
Bangalore,Hebbal,1329,3,2,22510000.0
Chennai,Medavakkam,2124,4,4,20054000.0
Hyderabad,Kondapur,1030,2,2,7835000.0
Hyderabad,Kukatpally,2240,4,3,14429000.0
Hyderabad,Kondapur,1706,3,3,12760000.0
Bangalore,Whitefield,1291,3,2,17580000.0
Mumbai,Borivali,1106,3,3,14193000.0
Hyderabad,HITEC City,728,2,2,6730000.0
Chennai,Medavakkam,2409,5,5,26750000.0
Chennai,Medavakkam,2143,4,4,21087000.0
Delhi,Uttam Nagar,929,2,2,4883000.0
Hyderabad,Gachibowli,512,1,1,3740000.0
Delhi,Dwarka,2296,4,3,22563000.0
Mumbai,Chembur,720,2,2,10176000.0
Hyderabad,Miyapur,716,2,1,4019000.0
Hyderabad,Kondapur,841,2,1,6025000.0
Bangalore,Sarjapur Road,1099,2,1,12751000.0
Delhi,Rohini,1909,4,4,16342000.0
Hyderabad,Miyapur,920,2,2,4441000.0
Hyderabad,Gachibowli,1742,3,3,15740000.0
Mumbai,Andheri East,2562,4,3,50461000.0
Chennai,OMR,2833,5,4,41313000.0
Chennai,Medavakkam,2762,5,4,24078000.0
Mumbai,Lower Parel,975,2,1,24403000.0
Mumbai,Borivali,2636,4,4,41508000.0
Hyderabad,HITEC City,1220,3,3,12257000.0
Delhi,Greater Kailash,961,2,1,14175000.0
Mumbai,Worli,1084,2,2,25671000.0
Delhi,Rohini,801,2,2,6841000.0
Delhi,Dwarka,2491,4,3,26869000.0
Chennai,OMR,1689,3,2,19797000.0
Hyderabad,Gachibowli,583,1,1,3896000.0
Delhi,Greater Kailash,1285,3,3,21225000.0
Chennai,Ambattur,1328,3,3,10826000.0
Mumbai,Borivali,1601,3,3,20929000.0
Mumbai,Lower Parel,986,2,2,25784000.0
Chennai,Ambattur,747,2,2,6131000.0
Bangalore,Hebbal,1490,3,2,21838000.0
Hyderabad,Kukatpally,2809,5,5,20826000.0
Hyderabad,HITEC City,720,2,2,6753000.0
Mumbai,Lower Parel,970,2,1,19813000.0
Bangalore,Sarjapur Road,3800,5,5,60320000.0
Chennai,Medavakkam,1466,3,3,12461000.0
Hyderabad,Kukatpally,1188,3,3,7885000.0
Mumbai,Andheri East,1717,3,3,35975000.0
Bangalore,Whitefield,1195,3,2,17442000.0
Hyderabad,Miyapur,866,2,2,5323000.0
Mumbai,Worli,3197,5,5,94504000.0
Mumbai,Worli,1195,3,3,32391000.0
Bangalore,Yelahanka,1702,4,4,20765000.0
Hyderabad,Kondapur,1649,3,3,14910000.0
Chennai,Chromepet,1124,2,2,8053000.0
Chennai,Pallavaram,1798,3,2,15523000.0
Mumbai,Lower Parel,1799,3,3,42464000.0
Chennai,Chromepet,1455,3,2,12821000.0
Bangalore,Whitefield,859,2,1,10597000.0
Hyderabad,Gachibowli,1481,3,3,13714000.0
Delhi,Rohini,993,2,2,7095000.0
Mumbai,Borivali,723,2,2,9622000.0
Bangalore,Whitefield,939,2,1,12373000.0
Mumbai,Lower Parel,1202,3,3,31178000.0
Hyderabad,Kukatpally,1377,3,3,7709000.0
Delhi,Rohini,1125,3,3,9006000.0
Hyderabad,Kondapur,702,2,2,4878000.0
Hyderabad,HITEC City,1416,3,3,12434000.0
Hyderabad,Kondapur,1536,3,3,12172000.0
Chennai,OMR,3578,5,5,44909000.0
Chennai,Pallavaram,2034,4,4,17417000.0
Bangalore,Whitefield,586,1,1,7125000.0
Bangalore,Hebbal,1792,3,3,27605000.0
Hyderabad,HITEC City,1496,3,2,13405000.0
Delhi,Uttam Nagar,1288,3,2,8455000.0
Bangalore,Yelahanka,897,2,1,9631000.0
Mumbai,Andheri East,465,1,1,6253000.0
Mumbai,Andheri East,1139,3,3,19895000.0
Hyderabad,HITEC City,1714,4,4,16755000.0
Mumbai,Borivali,1423,3,2,18501000.0
Mumbai,Andheri East,2895,5,5,64887000.0
Bangalore,Sarjapur Road,853,2,1,9876000.0
Bangalore,Yelahanka,720,2,2,7375000.0
Bangalore,Yelahanka,1534,3,2,15469000.0
Delhi,Dwarka,1443,3,2,13470000.0
Mumbai,Andheri East,1383,3,3,27924000.0
Chennai,Pallavaram,1745,4,3,13521000.0
Chennai,Medavakkam,490,1,1,3969000.0
Chennai,Medavakkam,537,1,1,3146000.0
Delhi,Greater Kailash,780,2,2,11138000.0
Mumbai,Lower Parel,1812,4,4,46761000.0
Bangalore,Whitefield,1137,2,2,12683000.0
Chennai,OMR,1464,3,3,15329000.0
Chennai,Pallavaram,1086,2,1,8793000.0
Hyderabad,Kukatpally,721,2,2,3812000.0
Bangalore,Yelahanka,1122,2,2,12290000.0
Mumbai,Andheri East,725,2,2,13758000.0
Mumbai,Borivali,1952,4,4,31914000.0
Delhi,Rohini,1057,2,2,8959000.0
Delhi,Rohini,825,2,2,6925000.0
Hyderabad,Gachibowli,701,2,2,4928000.0
Chennai,Ambattur,3609,5,5,36618000.0
Delhi,Uttam Nagar,2089,4,3,13370000.0
Mumbai,Andheri East,1507,3,3,29638000.0
Chennai,Ambattur,1546,3,2,13506000.0
Delhi,Rohini,486,1,1,3499000.0
Mumbai,Andheri East,1345,3,3,24459000.0
Delhi,Dwarka,531,1,1,3623000.0
Delhi,Saket,858,2,2,11003000.0
Hyderabad,Miyapur,576,1,1,2900000.0
Hyderabad,HITEC City,1104,2,2,8705000.0
Hyderabad,Miyapur,948,2,2,5330000.0
Chennai,Pallavaram,1028,2,1,7116000.0
Hyderabad,HITEC City,1618,3,3,16638000.0
Chennai,OMR,3513,5,4,45040000.0
Delhi,Greater Kailash,2099,4,3,34525000.0
Chennai,Chromepet,1243,3,2,10191000.0
Chennai,Medavakkam,1020,2,1,8884000.0
Mumbai,Chembur,2832,5,4,42145000.0
Hyderabad,HITEC City,466,1,1,4076000.0
Hyderabad,Miyapur,1184,2,2,6132000.0
Bangalore,Yelahanka,1040,2,1,9420000.0
Bangalore,Whitefield,1680,3,2,28251000.0
Delhi,Greater Kailash,615,1,1,7872000.0
Mumbai,Andheri East,2123,4,4,45442000.0
Delhi,Dwarka,1271,3,3,12653000.0
Chennai,Ambattur,2699,4,3,23834000.0
Mumbai,Borivali,2623,5,4,41367000.0
Mumbai,Worli,1735,3,3,45953000.0
Delhi,Uttam Nagar,840,2,2,4426000.0
Chennai,Pallavaram,1325,3,3,12127000.0
Bangalore,Sarjapur Road,821,2,2,9534000.0
Delhi,Greater Kailash,1399,3,3,22959000.0
Chennai,Medavakkam,1394,3,3,14062000.0
Bangalore,Electronic City,2009,4,4,23244000.0
Bangalore,Whitefield,1145,2,1,15196000.0
Chennai,Ambattur,841,2,2,5683000.0
Chennai,Medavakkam,1416,3,3,12950000.0
Chennai,Medavakkam,1780,3,3,16602000.0
Chennai,Ambattur,859,2,2,5616000.0
Bangalore,Hebbal,1746,3,3,27673000.0
Bangalore,Sarjapur Road,1835,4,4,25119000.0
Bangalore,Sarjapur Road,1210,3,2,16320000.0
Mumbai,Chembur,613,1,1,8322000.0
Bangalore,Hebbal,486,1,1,6456000.0
Bangalore,Yelahanka,1118,3,3,11541000.0
Hyderabad,Kondapur,1002,2,2,7909000.0
Chennai,Pallavaram,1138,2,2,7733000.0
Mumbai,Andheri East,804,2,1,12346000.0
Hyderabad,Kukatpally,3455,5,5,23914000.0
Chennai,Pallavaram,978,2,2,7728000.0
Delhi,Uttam Nagar,1068,2,1,5267000.0
Hyderabad,Kondapur,1501,3,3,10295000.0
Mumbai,Chembur,748,2,2,11850000.0
Hyderabad,Gachibowli,1024,2,2,8542000.0
Chennai,Chromepet,762,2,2,6107000.0
Mumbai,Worli,1127,2,2,31295000.0
Mumbai,Worli,1818,4,4,54306000.0
Chennai,Chromepet,669,1,1,3833000.0
Bangalore,Yelahanka,940,2,1,7432000.0
Delhi,Greater Kailash,741,2,1,10031000.0
Hyderabad,HITEC City,1578,3,3,14749000.0
Hyderabad,Kukatpally,762,2,2,4159000.0
Hyderabad,HITEC City,1469,3,2,15633000.0
Bangalore,Electronic City,1363,3,3,13051000.0
Mumbai,Lower Parel,792,2,2,20255000.0
Bangalore,Hebbal,2563,5,5,49466000.0
Hyderabad,Gachibowli,1435,3,3,12305000.0
Hyderabad,Kukatpally,804,2,2,4689000.0
Delhi,Uttam Nagar,966,2,2,5161000.0
Chennai,Medavakkam,447,1,1,3285000.0
Hyderabad,HITEC City,2475,4,4,23187000.0
Hyderabad,Miyapur,1779,3,2,10757000.0
Mumbai,Borivali,1148,3,3,16920000.0
Mumbai,Andheri East,2647,5,5,60782000.0
Hyderabad,HITEC City,1467,3,2,13938000.0
Mumbai,Chembur,1238,3,2,18544000.0
Delhi,Uttam Nagar,1525,3,3,9800000.0
Bangalore,Whitefield,709,2,2,9116000.0
Mumbai,Borivali,1170,2,2,14015000.0
Delhi,Saket,2353,4,3,32952000.0
Mumbai,Chembur,1112,2,2,12657000.0
Chennai,Medavakkam,1451,3,2,10767000.0
Chennai,Medavakkam,1187,3,3,11856000.0
Mumbai,Worli,890,2,2,21811000.0
Bangalore,Whitefield,860,2,2,10144000.0
Hyderabad,HITEC City,879,2,1,8562000.0
Mumbai,Andheri East,2129,4,4,39227000.0
Mumbai,Worli,1276,3,2,32662000.0
Delhi,Rohini,3578,5,5,35186000.0
Hyderabad,Miyapur,2467,5,5,16457000.0
Mumbai,Lower Parel,831,2,1,19246000.0
Mumbai,Andheri East,1132,2,2,18822000.0
Bangalore,Whitefield,1045,2,2,15422000.0
Delhi,Uttam Nagar,917,2,2,5665000.0
Chennai,Chromepet,970,2,2,8332000.0
Bangalore,Yelahanka,1012,2,2,11439000.0
Delhi,Saket,1183,2,2,15246000.0
Chennai,Chromepet,927,2,1,6857000.0
Chennai,Pallavaram,989,2,2,7893000.0
Mumbai,Borivali,1190,3,2,16977000.0
Bangalore,Yelahanka,1423,3,3,14466000.0
Chennai,Medavakkam,728,2,2,5945000.0
Bangalore,Whitefield,408,1,1,4698000.0
Chennai,Chromepet,522,1,1,3519000.0
Mumbai,Chembur,1167,3,3,18870000.0
Delhi,Dwarka,3243,5,5,39137000.0
Bangalore,Electronic City,575,1,1,5533000.0
Delhi,Rohini,927,2,2,7098000.0
Bangalore,Hebbal,1227,3,3,19780000.0
Mumbai,Borivali,2353,4,4,34330000.0
Hyderabad,Kondapur,1726,3,3,13114000.0
Chennai,OMR,955,2,2,11122000.0
Bangalore,Whitefield,2309,4,3,30947000.0
Mumbai,Borivali,1477,3,3,23272000.0
Chennai,Medavakkam,1064,2,2,8148000.0
Chennai,Ambattur,842,2,2,7123000.0
Hyderabad,Gachibowli,1480,3,3,13152000.0
Hyderabad,HITEC City,725,2,1,5396000.0
Bangalore,Sarjapur Road,3088,5,4,45986000.0
Chennai,Chromepet,838,2,1,6347000.0
Chennai,Pallavaram,2194,4,4,19449000.0
Delhi,Uttam Nagar,2099,4,4,12607000.0
Hyderabad,Kondapur,834,2,2,6425000.0
Bangalore,Electronic City,1416,3,2,14367000.0
Bangalore,Yelahanka,1735,3,3,19529000.0
Mumbai,Borivali,1688,3,3,21757000.0
Mumbai,Lower Parel,3553,5,5,88018000.0
Chennai,Pallavaram,1138,3,2,8471000.0
Delhi,Greater Kailash,437,1,1,6105000.0
Bangalore,Electronic City,1470,3,3,15366000.0
Mumbai,Worli,1629,3,2,39395000.0
Bangalore,Sarjapur Road,882,2,1,10608000.0
Hyderabad,HITEC City,958,2,2,8104000.0
Delhi,Dwarka,3942,5,5,44774000.0
Chennai,Pallavaram,3416,5,5,32707000.0
Chennai,Ambattur,1142,2,2,8768000.0
Chennai,Chromepet,2277,4,4,19189000.0
Chennai,Chromepet,2028,4,4,18395000.0
Delhi,Dwarka,760,2,2,7372000.0
Hyderabad,Gachibowli,788,2,2,5890000.0
Bangalore,Sarjapur Road,2224,4,3,30400000.0
Chennai,OMR,2724,4,4,31872000.0
Chennai,OMR,2211,4,4,24903000.0
Chennai,Chromepet,1530,3,3,11623000.0
Hyderabad,HITEC City,1479,3,3,14335000.0
Delhi,Dwarka,557,1,1,4009000.0
Bangalore,Sarjapur Road,1419,3,3,19677000.0
Delhi,Greater Kailash,1531,3,3,26674000.0
Hyderabad,Gachibowli,758,2,2,5658000.0
Mumbai,Chembur,1404,3,3,20879000.0
Delhi,Uttam Nagar,2732,4,4,18845000.0
Mumbai,Andheri East,1962,4,4,37959000.0
Bangalore,Whitefield,982,2,1,12549000.0
Delhi,Uttam Nagar,1203,3,2,7591000.0
Delhi,Uttam Nagar,1358,3,2,6693000.0
Hyderabad,Miyapur,986,2,2,4860000.0
Hyderabad,HITEC City,1112,2,2,9391000.0
Chennai,Ambattur,1038,2,1,8552000.0
Delhi,Saket,1336,3,3,18619000.0
Chennai,Ambattur,1669,3,2,14351000.0
Delhi,Greater Kailash,1540,3,3,22735000.0
Mumbai,Chembur,1092,2,2,17211000.0
Bangalore,Electronic City,1330,3,3,12189000.0
Delhi,Dwarka,1564,3,3,14581000.0
Delhi,Saket,3830,5,5,61543000.0
Hyderabad,Kondapur,642,1,1,4336000.0
Hyderabad,Kondapur,2149,4,4,17954000.0
Bangalore,Hebbal,1685,3,2,26680000.0
Hyderabad,Gachibowli,916,2,2,6691000.0
Hyderabad,Kukatpally,1189,2,2,7378000.0
Delhi,Dwarka,1424,3,3,13229000.0
Hyderabad,Kukatpally,980,2,2,4950000.0
Bangalore,Electronic City,1128,3,3,11571000.0
Hyderabad,Miyapur,950,2,1,5245000.0
Hyderabad,Gachibowli,1672,4,3,12728000.0
Chennai,Ambattur,1283,3,3,10582000.0
Mumbai,Lower Parel,1797,3,3,45785000.0
Delhi,Rohini,1136,2,1,8839000.0
Bangalore,Electronic City,407,1,1,3551000.0
Mumbai,Chembur,659,1,1,7881000.0
Delhi,Saket,878,2,2,11095000.0
Hyderabad,Miyapur,1693,3,2,7761000.0
Mumbai,Borivali,1305,3,3,19160000.0
Chennai,Chromepet,2095,4,4,17710000.0
Mumbai,Chembur,1396,3,2,21330000.0
Chennai,OMR,838,2,2,9095000.0
Hyderabad,Kondapur,2952,5,5,24429000.0
Chennai,Ambattur,555,1,1,3418000.0
Bangalore,Hebbal,1030,2,2,16494000.0
Bangalore,Yelahanka,461,1,1,4135000.0
Hyderabad,Kondapur,2582,4,4,20753000.0
Hyderabad,Gachibowli,1572,3,2,13096000.0
Chennai,Chromepet,1509,3,2,12233000.0
Chennai,Medavakkam,1413,3,2,12190000.0
Chennai,Chromepet,1300,3,3,8774000.0
Delhi,Greater Kailash,954,2,2,13950000.0
Delhi,Saket,1119,2,1,13421000.0
Mumbai,Worli,1645,3,3,44937000.0
Delhi,Rohini,1463,3,3,12290000.0
Hyderabad,Kukatpally,1145,3,2,6658000.0
Hyderabad,Miyapur,2514,4,4,14798000.0
Chennai,Medavakkam,803,2,2,6417000.0
Mumbai,Lower Parel,1293,3,2,27231000.0
Mumbai,Borivali,772,2,2,9811000.0
Chennai,Medavakkam,799,2,2,6469000.0
Mumbai,Lower Parel,1146,3,3,26989000.0
Mumbai,Borivali,950,2,2,12887000.0
Hyderabad,HITEC City,715,2,2,6323000.0
Delhi,Uttam Nagar,958,2,1,5376000.0
Chennai,Chromepet,788,2,2,5465000.0
Hyderabad,HITEC City,1052,2,1,11435000.0
Chennai,Chromepet,444,1,1,3086000.0
Hyderabad,Kondapur,1027,2,1,7544000.0
Mumbai,Borivali,1024,2,1,13211000.0
Hyderabad,Gachibowli,1298,3,2,11489000.0
Hyderabad,Kukatpally,1610,3,3,8803000.0
Delhi,Dwarka,1327,3,2,14973000.0
Delhi,Rohini,1690,3,2,14575000.0
Bangalore,Sarjapur Road,1200,2,2,13476000.0
Hyderabad,Miyapur,2489,4,3,14857000.0
Hyderabad,Miyapur,1701,3,3,10217000.0
Chennai,Ambattur,2484,4,4,23646000.0
Delhi,Dwarka,1661,3,3,16096000.0
Mumbai,Borivali,826,2,2,10532000.0
Chennai,Chromepet,2319,4,4,19445000.0
Bangalore,Electronic City,829,2,2,7629000.0
Chennai,Chromepet,1741,3,3,15959000.0
Mumbai,Chembur,1623,3,3,24084000.0
Chennai,OMR,1786,3,3,19370000.0
Chennai,Medavakkam,555,1,1,4362000.0
Delhi,Uttam Nagar,1142,3,3,6033000.0
Hyderabad,Kukatpally,989,2,1,5132000.0
Delhi,Greater Kailash,1944,4,4,32526000.0
Chennai,Chromepet,1757,3,3,13905000.0
Mumbai,Andheri East,991,2,1,16456000.0
Delhi,Rohini,1602,3,3,13431000.0
Mumbai,Worli,976,2,2,24901000.0
Bangalore,Sarjapur Road,1500,3,3,21937000.0
Bangalore,Sarjapur Road,1404,3,3,20004000.0
Delhi,Dwarka,885,2,2,7399000.0
Bangalore,Hebbal,1451,3,3,23080000.0
Delhi,Greater Kailash,1676,3,3,29785000.0
Bangalore,Electronic City,1015,2,2,10381000.0
Hyderabad,Miyapur,1137,2,2,5663000.0
Bangalore,Whitefield,1646,3,3,24144000.0
Chennai,OMR,1020,2,2,10742000.0
Delhi,Saket,494,1,1,5970000.0
Bangalore,Whitefield,1466,3,2,22789000.0
Delhi,Dwarka,968,2,1,9071000.0
Hyderabad,Gachibowli,3129,5,4,25908000.0
Chennai,Medavakkam,1989,4,3,17792000.0
Delhi,Uttam Nagar,1030,2,2,5495000.0
Bangalore,Whitefield,2621,4,4,37806000.0
Bangalore,Sarjapur Road,988,2,1,12947000.0
Hyderabad,Gachibowli,872,2,2,6940000.0
Delhi,Dwarka,2406,4,4,26650000.0
Hyderabad,Kondapur,3234,5,5,30843000.0
Delhi,Greater Kailash,844,2,2,12158000.0
Hyderabad,Gachibowli,1665,3,3,14794000.0
Mumbai,Worli,817,2,2,22045000.0
Bangalore,Yelahanka,1672,3,3,19324000.0
Hyderabad,Gachibowli,2413,4,4,21191000.0
Mumbai,Andheri East,1537,3,2,26045000.0
Chennai,Ambattur,1748,4,4,15230000.0
Chennai,Pallavaram,725,2,2,5050000.0
Bangalore,Hebbal,2089,4,3,35670000.0
Chennai,Ambattur,1371,3,2,11087000.0
Delhi,Greater Kailash,1768,3,3,28844000.0
Bangalore,Hebbal,2072,4,3,32977000.0
Hyderabad,Kondapur,1460,3,3,10262000.0
Hyderabad,Kukatpally,1716,3,2,10819000.0
Mumbai,Lower Parel,1484,3,3,33858000.0
Hyderabad,Kukatpally,1147,2,2,6454000.0
Mumbai,Chembur,1184,2,1,17796000.0
Mumbai,Andheri East,1681,3,3,31051000.0
Mumbai,Worli,1153,2,2,27810000.0
Delhi,Uttam Nagar,2510,4,4,14145000.0
Hyderabad,Kondapur,1310,3,3,11839000.0
Chennai,Medavakkam,1453,3,3,13179000.0
Hyderabad,Kondapur,1118,2,2,8131000.0
Delhi,Uttam Nagar,2658,4,3,13899000.0
Mumbai,Andheri East,754,2,2,10981000.0
Delhi,Uttam Nagar,565,1,1,2610000.0
Delhi,Greater Kailash,1172,3,3,24341000.0
Chennai,Chromepet,1655,3,2,13396000.0
Hyderabad,Gachibowli,1196,2,2,9714000.0
Chennai,OMR,1004,2,1,8986000.0
Mumbai,Andheri East,727,2,2,12072000.0
Delhi,Saket,1727,3,3,21298000.0
Delhi,Dwarka,1033,2,2,8382000.0
Mumbai,Lower Parel,475,1,1,9767000.0
Delhi,Saket,717,2,2,9189000.0
Bangalore,Sarjapur Road,3194,5,4,52257000.0
Bangalore,Whitefield,757,2,2,9604000.0
Hyderabad,Miyapur,1173,3,3,6486000.0
Chennai,Medavakkam,920,2,2,7826000.0
Mumbai,Andheri East,3247,5,4,66217000.0
Hyderabad,Gachibowli,773,2,1,6118000.0
Hyderabad,HITEC City,798,2,2,7171000.0
Delhi,Dwarka,700,1,1,5814000.0
Mumbai,Borivali,2102,4,4,30448000.0
Hyderabad,Gachibowli,1482,3,3,13075000.0
Mumbai,Andheri East,1266,3,2,22381000.0
Delhi,Uttam Nagar,1254,3,3,7415000.0
Hyderabad,Kukatpally,2474,4,4,17177000.0
Bangalore,Hebbal,1427,3,2,25853000.0
Hyderabad,Gachibowli,1589,3,2,13333000.0
Bangalore,Electronic City,1693,3,3,18640000.0
Hyderabad,Kukatpally,507,1,1,2741000.0
Delhi,Greater Kailash,573,1,1,6047000.0
Mumbai,Worli,789,2,1,19946000.0
Chennai,Pallavaram,874,2,2,6247000.0
Delhi,Uttam Nagar,2562,4,3,16602000.0
Hyderabad,Kondapur,1360,3,3,10594000.0
Hyderabad,Kukatpally,1196,2,2,7035000.0
Delhi,Rohini,1263,3,3,12517000.0
Mumbai,Borivali,1170,3,3,16784000.0
Bangalore,Electronic City,1790,3,3,18070000.0
Mumbai,Worli,1095,2,1,25357000.0
Delhi,Dwarka,848,2,2,7590000.0
Hyderabad,Miyapur,2008,4,3,11722000.0
Mumbai,Worli,1345,3,2,32144000.0
Hyderabad,Kondapur,2026,4,4,17781000.0
Bangalore,Electronic City,1251,3,3,11579000.0
Hyderabad,HITEC City,1561,3,2,17300000.0
Hyderabad,Kondapur,2522,4,4,22348000.0
Chennai,OMR,556,1,1,4997000.0
Chennai,Ambattur,1787,3,2,11692000.0
Hyderabad,Kondapur,1113,2,2,7418000.0
Bangalore,Sarjapur Road,853,2,2,11374000.0
Hyderabad,Gachibowli,1595,3,3,13687000.0
Hyderabad,Gachibowli,1642,3,3,14314000.0
Mumbai,Worli,1170,2,2,25821000.0
Bangalore,Electronic City,1201,3,3,12865000.0
Chennai,OMR,1152,3,3,15668000.0
Hyderabad,Miyapur,1078,2,2,5635000.0
Hyderabad,HITEC City,824,2,2,8109000.0
Bangalore,Yelahanka,782,2,2,8077000.0
Bangalore,Whitefield,951,2,2,12865000.0
Bangalore,Yelahanka,1653,3,3,17403000.0
Bangalore,Sarjapur Road,453,1,1,5313000.0
Chennai,Medavakkam,3701,5,5,39158000.0
Delhi,Dwarka,1370,3,3,13518000.0
Delhi,Rohini,1183,3,2,10048000.0
Mumbai,Borivali,1803,4,3,28172000.0
Hyderabad,HITEC City,1133,3,3,10456000.0
Mumbai,Chembur,2737,4,3,48490000.0
Delhi,Greater Kailash,906,2,1,13608000.0
Chennai,Ambattur,2537,4,4,24555000.0
Bangalore,Sarjapur Road,1256,3,3,16371000.0
Mumbai,Chembur,497,1,1,6134000.0
Chennai,Ambattur,894,2,1,6989000.0
Hyderabad,Kondapur,1898,4,4,16245000.0
Mumbai,Worli,588,1,1,12680000.0
Bangalore,Whitefield,1011,2,1,13774000.0
Chennai,OMR,561,1,1,5492000.0
Hyderabad,Gachibowli,506,1,1,3604000.0
Bangalore,Whitefield,1513,3,3,21853000.0
Bangalore,Whitefield,670,1,1,8001000.0
Mumbai,Lower Parel,1741,4,3,44372000.0
Bangalore,Hebbal,825,2,2,12926000.0
Bangalore,Whitefield,1175,2,2,14979000.0
Mumbai,Andheri East,1549,3,3,24034000.0
Chennai,Ambattur,1107,2,2,7139000.0
Bangalore,Sarjapur Road,2514,4,3,37568000.0
Chennai,Chromepet,610,1,1,4964000.0
Bangalore,Electronic City,889,2,1,8081000.0
Hyderabad,Kukatpally,1675,3,3,11063000.0
Chennai,Pallavaram,1014,2,2,7839000.0
Delhi,Dwarka,821,2,2,6066000.0
Mumbai,Chembur,1762,3,3,25716000.0
Mumbai,Worli,1391,3,3,35874000.0
Delhi,Uttam Nagar,959,2,2,4579000.0
Delhi,Greater Kailash,1649,3,3,27177000.0
Delhi,Greater Kailash,727,2,1,11148000.0
Hyderabad,Kondapur,1333,3,3,11159000.0
Delhi,Rohini,3459,5,4,39131000.0
Hyderabad,Kondapur,858,2,1,6742000.0
Mumbai,Lower Parel,978,2,2,22456000.0
Mumbai,Andheri East,822,2,2,13597000.0
Mumbai,Chembur,2590,4,4,44814000.0
Chennai,OMR,1264,3,2,14699000.0
Hyderabad,HITEC City,2560,4,4,24739000.0
Mumbai,Chembur,451,1,1,5418000.0
Bangalore,Whitefield,682,1,1,8850000.0
Delhi,Dwarka,1415,3,3,13486000.0
Chennai,Pallavaram,789,2,2,5866000.0
Delhi,Dwarka,1594,3,2,16281000.0
Bangalore,Sarjapur Road,1041,2,1,12764000.0
Bangalore,Whitefield,1725,3,2,26672000.0
Delhi,Greater Kailash,1399,3,3,25741000.0
Hyderabad,Miyapur,1948,4,4,12586000.0
Hyderabad,Kukatpally,979,2,2,5157000.0
Bangalore,Yelahanka,3532,5,5,46580000.0
Bangalore,Sarjapur Road,2901,5,5,43340000.0
Hyderabad,Miyapur,999,2,2,5355000.0
Mumbai,Andheri East,1674,3,3,24627000.0
Delhi,Dwarka,1076,2,1,9760000.0
Hyderabad,Kondapur,1643,4,4,13082000.0
Delhi,Dwarka,751,2,1,6942000.0
Delhi,Dwarka,1162,3,3,12295000.0
Hyderabad,Miyapur,492,1,1,2529000.0
Bangalore,Yelahanka,1187,2,2,11360000.0
Mumbai,Worli,1548,3,2,39829000.0
Delhi,Greater Kailash,926,2,2,14039000.0
Delhi,Rohini,939,2,2,7539000.0
Delhi,Dwarka,874,2,1,8478000.0
Mumbai,Lower Parel,2522,4,4,66093000.0
Chennai,Ambattur,604,1,1,4169000.0
Mumbai,Worli,893,2,2,22515000.0
Chennai,Chromepet,1485,3,2,11526000.0
Chennai,Chromepet,945,2,2,7825000.0
Chennai,Ambattur,407,1,1,2761000.0
Mumbai,Borivali,930,2,2,11526000.0
Hyderabad,Kukatpally,2165,4,4,16288000.0
Bangalore,Hebbal,1687,3,3,28394000.0
Hyderabad,Miyapur,1144,3,2,7601000.0
Bangalore,Whitefield,1640,3,3,21457000.0
Bangalore,Hebbal,718,2,2,12881000.0
Bangalore,Yelahanka,3449,5,4,36448000.0
Chennai,Medavakkam,775,2,1,7206000.0
Bangalore,Whitefield,1091,2,2,14372000.0
Chennai,OMR,1262,3,3,15688000.0
Bangalore,Electronic City,2478,4,4,28205000.0
Delhi,Rohini,1366,3,3,11601000.0
Mumbai,Andheri East,2735,4,4,52304000.0
Delhi,Rohini,2750,5,5,25816000.0
Chennai,OMR,1366,3,3,15090000.0
Hyderabad,Miyapur,1931,4,4,10612000.0
Mumbai,Andheri East,1029,2,2,17328000.0
Chennai,Chromepet,687,1,1,4782000.0
Bangalore,Electronic City,906,2,2,9210000.0
Bangalore,Whitefield,843,2,2,11480000.0
Bangalore,Whitefield,880,2,2,11686000.0
Chennai,Chromepet,1772,3,3,13961000.0
Chennai,Pallavaram,744,2,1,6226000.0
Delhi,Dwarka,981,2,1,8883000.0
Hyderabad,Gachibowli,986,2,2,7415000.0
Mumbai,Lower Parel,910,2,2,18811000.0
Chennai,Pallavaram,1142,2,2,8657000.0
Hyderabad,Kondapur,2764,4,4,20300000.0
Bangalore,Yelahanka,1065,2,1,10113000.0
Mumbai,Borivali,619,1,1,7397000.0
Delhi,Rohini,1409,3,3,11988000.0
Chennai,OMR,1389,3,3,15600000.0
Mumbai,Chembur,585,1,1,8471000.0
Hyderabad,HITEC City,1033,2,1,9543000.0
Bangalore,Whitefield,1758,3,2,25039000.0
Delhi,Greater Kailash,1733,3,2,28115000.0
Chennai,OMR,1085,2,2,10373000.0
Bangalore,Whitefield,494,1,1,5921000.0
Chennai,OMR,1551,3,2,17030000.0
Hyderabad,Gachibowli,443,1,1,3378000.0
Bangalore,Electronic City,819,2,1,7576000.0
Mumbai,Lower Parel,1692,3,2,33472000.0
Bangalore,Electronic City,1594,3,2,16542000.0
Chennai,Ambattur,1145,2,2,7835000.0
Hyderabad,Kondapur,1711,3,3,12759000.0
Hyderabad,Kondapur,440,1,1,3072000.0
